순번,지식재산권 명칭,출원구분,출원국,출원일자,출원번호,등록일자,등록번호
13618,군용 감시정찰 센서네트워크 물리계층 시뮬레이션,국내 저작권,대한민국,,,2009-09-23,2009-01-242-004884
13619,도플러 레이더 기반의 사람이동 탐지 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-262-004883
13620,센서 네트워크용 상황도시 및 망관리 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-262-004882
13621,2계층 구조의 무선 센서네트워크를 위한 Tree 구조의 네트워크 프로토콜,국내 저작권,대한민국,,,2009-09-23,2009-01-249-004881
13622,IPv6와 호환 가능한 2계층 구조의 센서네트워크 프로토콜 시뮬레이션 모델링,국내 저작권,대한민국,,,2009-09-23,2009-01-242-004880
13623,초소형 센서기반 칩입 탐지 및 식별 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-262-004875
13624,초소형 센서기반 표적 추적 및 예측 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-262-004868
13625,전술이동통신체계 위치정보제공 서버 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-249-004897
13626,전술이동통신체계 위치정보제공 클라이언트 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-249-004867
13627,WNW 웨이브폼 무전기의 Ad-hoc 네트워크 소규모 망운용 시뮬레이션 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-219-004866
13628,전술데이터링크 기반 상대항법 시뮬레이터 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-219-004865
13629,상호운용성 시험 케이스 자동 저작 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-239-004864
13630,전문 기반 상호운용성 시험평가 통제 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-239-004863
13631,전문 상호운용성 시험 데이터 자동생성 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-239-004862
13632,전술데이터링크 전문 수준 상호운용성 수준평가 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-239-004861
13633,상호운용성 획득 절차 평가 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-239-004859
13634,상호운용성 능력 수평적 임계규칙 관리 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-239-004858
13635,국방 획득 단계별 상호운용성 수준평가 및 관리 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-239-004855
13636,감시정찰 센서네트워크와 군 전술통신망 연동 소프트웨어,국내 저작권,대한민국,,,2009-09-23,2009-01-243-004854
13637,감시정찰 센서네트워크 상황 모니터링 시스템,국내 저작권,대한민국,,,2009-09-23,2009-01-183-004853
13638,다차원 척도법을 이용한 센서노드 위치인식 계산 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-243-004852
13639,무선 센서네트워크 시각동기화 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-242-004851
13640,무선센서네트워크 아키텍처 설계 방법론 분석도구,국내 저작권,대한민국,,,2009-09-23,2009-01-121-004850
13641,민군겸용기술사업 PMS 연계를 통한 실시간 통계분석시스템,국내 저작권,대한민국,,,2009-09-23,2009-01-122-004849
13642,과제관리시스템의 입출력정보 실시간/자동화 자료 처리 모듈,국내 저작권,대한민국,,,2009-09-23,2009-01-122-004848
13643,Zigbee 무선통신 기반의 환경 센서노드 제어 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-121-004847
13644,Zigbee 무선통신 기반의 환경 센서 모니터링 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-121-004846
13645,4D C/C 삭마노출면 분석 소프트웨어,국내 저작권,대한민국,,,2009-07-29,2009-01-123-003899
13646,대공신관 조우 시뮬레이터,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003896
13647,고속 E-dot 센서용 전계 강도 분석 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-123-003894
13648,열전지 내부온도 동적거동 예측 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003891
13649,능동파괴체계 탄 표면 입사 교전 성능 분석 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003911
13650,능동파괴체계 균일분포 파편 모델링 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003909
13651,능동파괴체계 예비시제용 ICD 모니터링 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003908
13652,능동파괴체계 오차 삽입 기반 열상 모델링 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003907
13653,확률 모델을 이용한 미사일 경고 레이더의 효과도 분석 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003906
13654,방위각 변화율을 이용한 미사일 경고 레이더의 위협 판단 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003905
13655,미사일 경고 레이다 버스트별 방위각 계산 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-123-003904
13656,Monte-Carlo를 이용한 미사일 경고 레이더의 효과도 분석 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003903
13657,수상속도 분석 프로그램 - 사용방법,국내 저작권,대한민국,,,2009-07-29,2009-01-199-003902
13658,자율 M/S용 쌍안센서 가상모델링 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003897
13659,자율 M/S용 레이저레이다 가상모델링 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003845
13660,자율 M/S용 가상환경 생성 및 가시화 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003844
13661,디지털 지형정보 기반의 주행성분석 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003842
13662,다중격자지도 기반의 전역경로계획 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003929
13663,가설후보경로 기반의 지역경로계획 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003853
13664,방향/속도격자 기반의 지역경로계획 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003939
13665,장애물격자 기반의 지역경로계획 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003938
13666,무인차량을 위한 지역경로계획 매니저 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003925
13667,자율차량의 주행성 분석용 조도 산출 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003924
13668,자율차량의 주행성 분석용 경사도 산출 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003923
13669,무인차량의 지역경로계획을 위한 장애물격자지도생성 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003922
13670,무인차량의 지역경로계획을 위한 주행성격자지도생성 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003921
13671,휴대용 추적안테나 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-243-003934
13672,중계 Pod 점검 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-243-003892
13673,함정 탑재 안테나의 전자파 복사특성 분석 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003890
13674,체계 탑재 통신기/레이다의 EMC 성능분석 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003880
13675,Ni-Cd 배터리용 충전기 운용 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003869
13676,통합항법장치 점검장비 운용 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003886
13677,GPS 수신기의 항재밍 성능 향상을 위한 속도보정 알고리즘,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003874
13678,통제시현장치 운용 소프트웨어 점검 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003885
13679,모듈식 지상시험 환경을 위한 통합 모니터링 소프트웨어,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003883
13680,TMS320C6701 프로세서 기반 소프트웨어 단위시험 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003878
13681,3중화 비행조종컴퓨터 자동점검 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003876
13682,항공기 탑재 외부장착물의 탑재하중산출 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003867
13683,MUAV 지상통제소의 통제콘솔 운용 시뮬레이션 Ver 1.0,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003864
13684,MUAV 무인기 시뮬레이션 Ver 1.0,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003849
13685,가상현실을 적용한 MUAV 지상요원 시뮬레이션 Ver 1.0,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003861
13686,MUAV After Rrview Ver1.0,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003858
13687,전투기 공대공 임무 효과도 가시화 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003856
13688,전투기 공대지 임무 효과도 가시화 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003928
13689,동축반전 로봇 비행체 지상통제 소프트웨어,국내 저작권,대한민국,,,2009-07-29,2009-01-243-003927
13690,항공전자전 가상모의환경 종합상황전시 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-249-003926
13691,항공전자전장비 탑재 전술기 조종석 모의 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-249-003937
13692,전자전체계 탑재 전술기(KF-16)기동 항공역학 모의 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-249-003936
13693,RF 소자에 의한 주파수변환 모의 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003935
13694,CRR구조 필터의 결합계수에 따른 dimension 수치 계산 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-123-003918
13695,배열안테나 기반 디지털 방위연산 알고리즘의 방향탐지 오차 예측 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-122-003914
13696,방향탐지 오차를 줄이는 배열안테나 이격비 산출 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-123-003920
13697,VMF-XML 변환기,국내 저작권,대한민국,,,2009-07-29,2009-01-229-003919
13698,KNTDS 전술자료 추출프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-242-003917
13699,국방과학연구소 사업성과관리 시스템(웹버전) 버전 1.0,국내 저작권,대한민국,,,2009-07-29,2009-01-152-003916
13700,Atmospheric Radiation Model for East Asia(ARMEA) - 사용방법,국내 저작권,대한민국,,,2009-07-29,2009-01-123-003915
13701,홍상어-전투체계 연동모의 프로그램 - 개발자 주번앞자리,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003913
13702,웹 서비스 방식 전자식 교보재 개발 템플릿 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-134-003912
13703,규격화기술자료관리 프로그램 - 사용방법,국내 저작권,대한민국,,,2009-07-29,2009-01-114-003910
13704,해상유도무기 특성을 적용한 IETM 프로그램 - 사용방법,국내 저작권,대한민국,,,2009-07-29,2009-01-169-003901
13705,최소연료 상승경로 산출 프로그램(COMFU v2.0),국내 저작권,대한민국,,,2009-07-29,2009-01-123-003900
13706,축대칭 초음속 공기흡입관 개념설계 및 성능평가 v1.0,국내 저작권,대한민국,,,2009-07-29,2009-01-123-003898
13707,적외선영상 데이터베이스 관리 및 전시 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003895
13708,3D-CT를 이용한 추진기관 결함 자동 판독 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-189-003893
13709,1차원 플라즈마트론 성능 및 노즐 유동해석 프로그램& ANCC1D,국내 저작권,대한민국,,,2009-07-29,2009-01-123-003933
13710,발사대용 전원제어 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-199-003932
13711,PXI-8196 RT/LabVIEW RT를 사용한 실시간 계측 및 점검 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-199-003931
13712,탑재추적시험 점검을 위한 지상추적 데이터 모의용 소프트웨어 - 사용방법,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003930
13713,가동 노즐이 장착된 비행체와 발사 플랫폼과의 간섭 예측 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003846
13714,절차언어를 이용한 GCU 자동점검 SW(PLCU_GOLD),국내 저작권,대한민국,,,2009-07-29,2009-01-199-003843
13715,원격측정 저장신호 복원프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-243-003841
13716,1553B 프로토콜을 이용한 철매-II 비행프로그램 탑재 및 검증 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-243-003840
13717,항법장치 오차에 의한 유도오차분산 산출을 위한 공분산 해석 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003839
13718,검독수리-A급 전투체계용 전자전장비 감시 및 통제 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-199-003838
13719,검독수리-A급 전투체계 체계데이터 관리 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003889
13720,검독수리-A급 전투체계 다기능콘솔 진단 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003888
13721,검독수리-A급 전투체계 사격 모의 프로그램(FireBallS),국내 저작권,대한민국,,,2009-07-29,2009-01-121-003887
13722,잔향음을 포함하는 능동소나 음탐성능 예측모델,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003884
13723,문서  PDF 파일변환 시스템 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-119-003881
13724,RFID 자료관리시스템 장서점검기 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-119-003879
13725,RFID 자료관리시스템 자가대출반납기 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-119-003877
13726,물질의 체적 탄성률 및 체적 탄성률 미분치 계산 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-123-003882
13727,MS-HEMs -사용방법,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003837
13728,HOFGen ver. 1.0(공동명의) - 사용방법,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003848
13729,DensityGen ver. 1.0(공동명의) - 사용방법& 필요프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-129-003873
13730,전자파 토폴로지 방정식을 이용한 단순 차폐 구조 모델 전자파 영향 해석 프로그램,국내 저작권,대한민국,,,2009-07-29,2009-01-121-003875
