표준 번호,표준 제정 번호,표준 분류,표준 명,표준 상태,제정 년도,제정기관 표준이력,관련 사이트,표준 개요,표준 요약
MND-IETF RFC 4380,"Teredo: Tunneling IPv6 over UDP through Network Address Translations (NATs), February 2006",DITA 2023 v3,IPv6,미래(Emerging),IETF,www.rfc-editor.org/info/rfc4380,본 표준은 Neighbor Discovery Protocol (NDP)에 대한 위험 요소를 방지하기 위한 필수적인 표준이다.,생략,생략
MND-IETF RFC 4389,"Neighbor Discovery Proxies (ND Proxy), April 2006",DITA 2023 v3,IPv6,미래(Emerging),IETF,www.rfc-editor.org/info/rfc4389,본 표준은 하부 네트워크 계층의 도움을 받아 단일 서브넷 번호를 사용하여 다중 링크를 하나의 엔티티로 브릿징하는 방법을 제공하는 선택적 표준이다.,생략,생략
MND-IETF RFC 4443,"Internet Control Message Protocol (ICMPv6) for the Internet Protocol Version 6 (IPv6) Specification,",DITA 2023 v3,ICMP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc4443,본 표준은 ICMPv6에 사용되는 control message에 대해 format을 기술한다. ICMPv6는 Internet Protocol Version 6에서 사용되는 Internet Control Message Protocol이다.,생략,생략
MND-IETF RFC 4470,"Minimally Covering NSEC Records and DNSSEC On-line Signing, April 2006",DITA 2023 v3,DNS 보안,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc4470.txt.pdf,"본 표준은 DNS 보안 확장에서 DNS에 대한 근원지 인증을 제공하는 리소스 레코드를 다루고 있으며, 또한 공개키(DNSKEY), 위임 서명자(DS), 리소스 레코드 디지털 서명 (RRSIG) 등에 대하여 정의한다.",생략,생략
MND-IETF RFC 4491,"Using the GOSTR 34.10-94, GOSTR 34.10-2001,and GOSTR 34.11-94 Algorithms with the Internet X.509 Pub",DITA 2023 v3,X.509,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc4491.txt.pdf,본 표준은 인터넷 X.509 PKI에서 사용되는 전자서명과 공개키에 대한 알고리즘 식별자와 ASN.1 인코딩 형식을 기술한다.,생략,생략
MND-IETF RFC 4502,"Remote Network Monitoring Management Information Base Version 2, May 2006",DITA 2023 v3,MIB,필수(Mandated),IETF,www.rfc-editor.org/info/rfc4502,"Remote Network Monitoring Management Information Base Version 2, using SMIv2는 TCP/IP 기반의 인터넷에서 망 관리 프로토콜을 사용하기 위한 MIB를 정의함. 특히, 리모트 네트워크 모니터링 디바이스를 위한 객체를 정의함",생략,생략
MND-IETF RFC 4510,Lightweight Directory Access Protocol (LDAP): Technical Specification Road Map,DITA 2023 v3,LDAP,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc4510.txt.pdf,본 표준은 X.500 DAP (Directory Access Protocol)으로의 자원 요청없이 X.500 모델들을 지원하는 디텍토리 접근 제공을 정의한다.,생략,생략
MND-IETF RFC 4511,Lightweight Directory Access Protocol(LDAP) : The Protocol,DITA 2023 v3,LDAP,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc4511.txt.pdf,"본 표준은 LDAP(Lightweight Directory Access Protocol) v3를 정의하는 표준으로서, X.500 DAP (Directory Access Protocol)으로의 자원 요청없이 X.500 모델들을 지원하는 디텍토리 접근 제공을 정의한다.",생략,생략
MND-IETF RFC 4523,"Lightweight Directory Access Protocol (LDAP) Schema Definitions for X.509 Certificates, June 2006",DITA 2023 v3,LDAP,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc4523.txt.pdf,"본 표준은 X.500문서, 특히 디렉토리 클라이언트가 사용하는 문서에서 ISO 및 ITU-T위원회가 정의한 특성 종류와 개체 클래스의 개요를 제공한다.",생략,생략
MND-IETF RFC 4566,"SDP: Session Deion Protocol, July 2006",DITA 2023 v3,SDP,필수(Mandated),IETF,www.rfc-editor.org/rfc/rfc4566.txt,"본 표준은 멀티미디어 세션 관리를 위한 프로토콜로, session announcement, session invitation을 비롯한 멀티미디어 세션 초기화를 위해 사용함.",생략,생략
MND-IETF RFC 4680,"TLS Handshake Message for Supplemental Data, October 2006",DITA 2023 v3,TLS,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc4680.txt.pdf,"본 표준은 전송계층보안(TLS) 프로토콜에서 데이터가 교환되기 이전에 서버와 클라이언트간의 상호 인증하고, 암호화 알고리즘 및 암호 키를 결정하게 하는 표준이다.",생략,생략
MND-IETF RFC 4681,"TLS User Mapping Extension, October 2006",DITA 2023 v3,TLS,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc4681.txt.pdf,본 표준은 RFC 4680에서 정의된 보충 데이터 핸드 셰이크 메시지에서 일반적인 사용자 매핑 힌트를 클라이언트에서 보낼 수 있도록 TLS 확장을 지정한다.,생략,생략
MND-IETF RFC 4738,"MIKEY-RSA-R: An Additional Mode of Key Distribution in Multimedia Internet KEYing (MIKEY), November ",DITA 2023 v3,SRTP,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc4738.txt.pdf,본 표준은 MIKEY의 그룹키 관리 및 분배를 위한 추가 모드를 정의한 표준이다.,생략,생략
MND-IETF RFC 4750,"OSPF Version 2 Management Information Base, December 2006",DITA 2023 v3,MIB,필수(Mandated),IETF,www.rfc-editor.org/info/rfc4750,OSPF(최단경로 우선 프로토콜) Version 2 MIB 표준.,생략,생략
MND-IETF RFC 4760,"Multiprotocol Extensions for BGP-4, January 2007",DITA 2023 v3,BGP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc4760,본 표준은 IPv4만을 지원하던 BGP-4 표준에 IPv6와 IPX와 같이 다중의 네트워크 계층을 지원하기 위해 BGP-4의 확장에 대한 동작을 정의한 문서임,생략,생략
MND-IETF RFC 4765,The Intrusion Detection Message Exchange Format,DITA 2023 v3,침해대응,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc4765.txt.pdf,본 표준은 침입탐지 및 대응 시스템간 관련 정보를 공유하기 위한 자료 형식을 정의한다.,생략,생략
MND-IETF RFC 4767,"The Intrusion Detection Exchange Protocol (IDXP), March 2007",DITA 2023 v3,침해대응,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc4767.txt.pdf,본 표준은 Block Extensible Exchange protocol(BEEP)프로파일을 설명한 표준이다.,생략,생략
MND-IETF RFC 4861,"Neighbor Discovery for IP version 6 (IPv6), September 2007",DITA 2023 v3,IPv6,필수(Mandated),IETF,www.rfc-editor.org/info/rfc4861,"NDP(Neighbor Discovery Protocol)은 IPv6에서 사용하는 Protocol Suite로서 Link Layer에서 동작됨. Link상에 Node를 찾고, Link상의 Address를 할당하며. 가용한 Router를 찾고, 연결 가능한 path의 정보를 관리함",생략,생략
MND-IETF RFC 4862,IPv6 Stateless Address Autoconfiguration,DITA 2023 v3,IPv6,필수(Mandated),IETF,www.rfc-editor.org/info/rfc4862,"IPv6 주소 생성 방법으로, 수동 생성(Manual Configuration), 주소 할당에 의한 자동 생성(Stateful Address Autoconfiguration) 그리고 임의의 자동 생성(Stateless Autoconfiguration)방법 중의 하나로 IPv6의 Stateless Autoconfiguration은 네트워크에 할당된 64bit Prefix와 인터페이스의 Interface ID의 조합으로 이루어진다.",생략,생략
MND-IETF RFC 4904,"Representing Trunk Groups in tel/sip Uniform Resource Identifiers (URIs), June 2007",DITA 2023 v3,SIP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc4904,본 기술은 SIP와 &#39tel&#39 URIs에 전송 트렁크 그룹 파라미터의 표준화 메커니즘을 기술,생략,생략
MND-IETF RFC 4960,"Stream Control Transmission Protocol, September 2007",DITA 2023 v3,SCTP,필수(Mandated),IETF,www.rfc-editor.org/rfc/rfc4960.txt,본 표준은 TCP 및 UDP 에 이은 제 3의 차세대 전송계층용 프로토콜인 SCTP(Stream Control Transmission Protocol) 정의하고 있다. 전송계층에서 동작하며 UDP의 메시지 지향 특성과 TCP의 연결지향 및 신뢰 전송 특성을 모두 포함하는 등 TCP와 UDP의 장점을 살리도록 정의되어 있다.,생략,생략
MND-IETF RFC 5036,"LDP Specification, October 2007",DITA 2023 v3,MPLS,필수(Mandated),IETF,www.rfc-editor.org/info/rfc5036,본 표준은 MPLS에서 레이블을 분배하기 위해서 사용되는 프로토콜인 LDP에 대한 내용을 정의함. LDP는 MPLS에서 하나의 레이블 교환 라우터가 다른 라우터에게 패킷을 포워딩하기 위해서 사용하는 레이블에 관한 다양한 절차들을 포함.,생략,생략
MND-IETF RFC 5072,"IP Version 6 over PPP, September 2007",DITA 2023 v3,IPv6,미래(Emerging),IETF,www.rfc-editor.org/info/rfc5072,Point-to-Point Protocol(PPP)은 Point-to-Point 링크 상에서 네트워크 계층 프로토콜(IPv6)을 연동할 수 있는 방법을 제공한다.,생략,생략
MND-IETF RFC 5168,"XML Schema for Media Control, March 2008",DITA 2023 v3,SIP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc5168,미디어제어에서 XML(Extensible Markup Language) Schema를 통해 동영상을 빠르게 전송하기 위해 정의되었다.,생략,생략
MND-IETF RFC 5246,"The Transport Layer Security (TLS) Protocol Version 1.2, August 2008",DITA 2023 v3,TLS,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc5246.txt.pdf,본 표준은 TLS(Transport Layer Security) 프로토콜 v1.2를 정의한 표준이다.,생략,생략
MND-IETF RFC 5247,"Extensible Authentication Protocol (EAP) Key Management Framework, August 2008",DITA 2023 v3,LAN 보안,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc5247.txt.pdf,본 표준은 휴대 인터넷 망 접속 인증을 위해 EAP 기반 인증 방식을 정의한 표준이다.,생략,생략
MND-IETF RFC 5280,"Internet X.509 Public Key Infrastructure Certificate and Certificate Revocation List (CRL) Profile, ",DITA 2023 v3,X.509,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc5280.txt.pdf,본 표준은 전자서명체계에서 공인인증기관이 제공하는 PKI간 인증서비스의 상호연동을 위해 필수적으로 요구되는 공개키 기반 인증서 및 인증서 폐지 목록 프로파일을 규정한 표준이다.,생략,생략
MND-IETF RFC 5282,Using Authenticated Encryption Algorithms with the Encrypted Payload of the Internet Key Exchange ve,DITA 2023 v3,IPSec,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc5282.txt.pdf,본 표준은 인터넷 환경내 SA(Security Association) 및 암호 키 수립을 위하여 필요한 보안 개념을 이용하는 프로토콜을 기술한 표준이다.,생략,생략
MND-IETF RFC 5321,"Simple Mail Transfer Protocol, October 2008",DITA 2023 v3,SMTP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc5321,SMTP(단순우편전송규약)으로 전자우편을 보내고 받는데 사용되는 TCP/IP 프로토콜임.,생략,생략
MND-IETF RFC 5322,"Internet Message Format, October 2008",DITA 2023 v3,MIME,필수(Mandated),IETF,www.rfc-editor.org/info/rfc5322,전자우편을 위한 Framework 범위내에서의 인터넷 Text Message를 위한 표준임.,생략,생략
MND-IETF RFC 5340,"OSPF for IPv6, July 2008",DITA 2023 v3,IPv6,필수(Mandated),IETF,www.rfc-editor.org/info/rfc5340,본 표준은 IPv6 네트워크상에서 OSPF가 동작될 수 있도록 하는데 관련되는 수정사항에 대한 문서이다.,생략,생략
MND-IETF RFC 5480,"Elliptic Curve Cryptography Subject Public Key Information, March 2009",DITA 2023 v3,암호화,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc5480.txt.pdf,본 표준은 인터넷 X.509 PKI에서 사용되는 전자서명과 공개키에 대한 알고리즘 식별자와 ASN.1 인코딩 형식을 기술한 표준이다.,생략,생략
MND-IETF RFC 5554,Clarifications and Extensions to the Generic Security Service Application Program Interface (GSS-API,DITA 2023 v3,보안서비스 인터페이스,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc5554.txt.pdf,"본 표준은 GSS-API의 채널 바인딩 기능을 명확히하고 일반화하며, 향후 GSS-API 매커니즘 및 GSS-API의 프로그래밍 언어 바인딩에 대한 요구 사항을 제시한 표준이다.",생략,생략
MND-IETF RFC 5652,"Cryptographic Message Syntax (CMS), September 2009",DITA 2023 v3,PKCS,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc5652.txt.pdf,"본 표준은 암호학적인 메시지 구문(CMS : Cryptographic Message Syntax)을 정의하고 있으며, 전자서명, 다이제스트, 인증, 임의의 메시지 콘텐츠 암호화에 활용한다.",생략,생략
MND-IETF RFC 5681,"TCP Congestion Control, September 2009",DITA 2023 v3,TCP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc5681,TCP(Transmission Control Protocol) 정체(Congestion control) 프로토콜 표준임.,생략,생략
MND-IETF RFC 5746,"Transport Layer Security (TLS) Renegotiation Indication Extension, February 2010",DITA 2023 v3,TLS,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc5746.txt.pdf,본 표준은 전송계층보안(TLS) 프로토콜에서의 암호화 확장을 정의한 표준이다.,생략,생략
MND-IETF RFC 5755,"An Internet Attribute Certificate Profile for Authorization, January 2010",DITA 2023 v3,X.509,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc5755.txt.pdf,본 표준은 인터넷 프로토콜에서 X.509 속성인증서를 사용하기 위한 프로파일을 정의한다. 속성인증서는 상호호환 목표라는 넓은 영역을 아우르면서 넓은 범위의 응용과 환경에서 사용될 수 있다.,생략,생략
MND-IETF RFC 5758,"Internet X.509 Public Key Infrastructure: Additional Algorithms and Identifiers for DSA and ECDSA, J",DITA 2023 v3,X.509,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc5758.txt.pdf,본 표준은 인터넷 X.509 PKI에서 사용되는 전자서명과 공개키에 대한 알고리즘 식별자와 ASN.1 인코딩 형식을 기술한다.,생략,생략
MND-IETF RFC 5761,"Multiplexing RTP Data and Control Packets on a Single Port, April 2010",DITA 2023 v3,RTP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc5761,최소한의 제어로 오디오와 비디오 다중회의를 위한 RTPv2와 RTCP 프로파일 규격,생략,생략
MND-IETF RFC 5785,"Defining Well-Known Uniform Resource Identifiers (URIs), April 2010",DITA 2023 v3,TLS,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc5785.txt.pdf,본 표준은 인터넷 상에서 자원(사물)의 고유한 위치를 정의하는 URI의 잘 알려진 위치에 대한 HTTP(S)의 URI 경로 접두사을 정의한다.,생략,생략
MND-IETF RFC 5798,"Virtual Router Redundancy Protocol (VRRP) Version 3 for IPv4 and IPv6, March 2010",DITA 2023 v3,VRRP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc5798,본 표준은 하나의 subnet에서 몇 개의 라우터들이 같은 가상 IP 주소를 쓸 수 있게 하는 VRRP에 대해서 정의하고 있다. VRRP는 여러대의 스위치를 그룹으로 묶어 하나의 가상 IP 주소를 부여해 마스터로 지정된 스위치 장애시 VRRP 그룹 내의 백업 스위치가 마스터로 자동 전환되는 프로토콜로 정의하고 있다.,생략,생략
MND-IETF RFC 5816,ESS CertIDv2 Update for RFC 3161,DITA 2023 v3,X.509,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc5816.txt.pdf,"본 표준은 타임 스탬프 기구(Time Stamoing Authority, TSA)에 전송하는 요청의 형식과 리턴되는 응답의 형식을 기술한 표준이다.",생략,생략
MND-IETF RFC 5905,"Network Time Protocol Version 4: Protocol and Algorithms Specification, June 2010",DITA 2023 v3,NTP,필수(Mandated),IETF,www.rfc-editor.org/info/rfc5905,NTP(Network Time Protocol)는 IP 네트워크상에서 두 개의 컴퓨터 사이에 클럭을  동기화하기 위해 시간을 교환할 수 있도록 만들어진 프로토콜로 본 표준은 Version 4에 관한 내용임,생략,생략
MND-IETF RFC 5944,"IP Mobility Support for IPv4, Revised, November 2010",DITA 2023 v3,IPv4,필수(Mandated),IETF,,IPv4를 위한 Mobile IP의 필수기능에 대해 정의한 표준,생략,생략
MND-IETF RFC 5958,"Asymmetric Key Packages, August 2010",DITA 2023 v3,PKCS,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc5958.txt.pdf,본 표준은 공개키 알고리즘을 위한 개인키와 속성 정보를 포함하는 개인키 정보와 그의 암호화 메시지 구문(CMS)의 내용 형식을 정의한 표준이다.,생략,생략
MND-IETF RFC 6014,"Cryptographic Algorithm Identifier Allocation for DNSSEC, November 2010",DITA 2023 v3,DNS 보안,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc6014.txt.pdf,본 표준은 DNS 서비스에서 데이터 출처 인증 및 데이터 무결성을 제공하기 한 DNS 보안 확장(DNSSEC)에 대한 소개 및 고려사항을 정의한다.,생략,생략
MND-IETF RFC 6040,"Tunnelling of Explicit Congestion Notification, November 2010",DITA 2023 v3,"IPSec,USMTF",필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc6040.txt.pdf,본 표준은 인터넷 프로토콜을 위한 보안구조를 정의한 표준이다.,생략,생략
MND-IETF RFC 6066,Transport Layer Security (TLS) Extensions : Extension Difinitions,DITA 2023 v3,TLS,필수(Mandated),IETF,www.rfc-editor.org/rfc/pdfrfc/rfc6066.txt.pdf,"본 표준은 TLS에 대한 확장을 정의하고 있으며, TLS 확장에서의 server_name, max_fragment length, client_certificate_url, trusted_ca_keys,truncated_hmac, 그리고 status_request를 명시한다.",생략,생략
MND-IETF RFC 6086,"Session Initiation Protocol (SIP) INFO Method and Package Framework, January 2011",DITA 2023 v3,SIP,미래(Emerging),IETF,www.rfc-editor.org/info/rfc2976,SIP 세션 생성 후 세션 관련 응용 레벨의 제어 정보를 전달하기 위한 INFO 메쏘드를 정의하고 있음.,생략,생략
